id	name	reactome_class
52082	KCNA1	ReferenceGeneProduct
234091	KCNA10	ReferenceGeneProduct
52084	KCNA2	ReferenceGeneProduct
52086	KCNA3	ReferenceGeneProduct
52088	KCNA4	ReferenceGeneProduct
52090	KCNA5	ReferenceGeneProduct
52092	KCNA6	ReferenceGeneProduct
234194	KCNA7	ReferenceGeneProduct
1552983	KCNAB1	ReferenceGeneProduct
58377	KCNAB2	ReferenceGeneProduct
58379	KCNAB3	ReferenceGeneProduct
381667	KCNB1	ReferenceGeneProduct
57897	KCNB2	ReferenceGeneProduct
58177	KCNC1	ReferenceGeneProduct
413023	KCNC2	ReferenceGeneProduct
58179	KCNC3	ReferenceGeneProduct
52094	KCNC4	ReferenceGeneProduct
5577088	KCND tetramer	Complex
5577126	KCND tetramer:KCNIP tetramer	Complex
93737	KCND1	ReferenceGeneProduct
1296101	KCND1,2,3	DefinedSet
93739	KCND2	ReferenceGeneProduct
93742	KCND3	ReferenceGeneProduct
59265	KCNE1	ReferenceGeneProduct
57873	KCNE5	ReferenceGeneProduct
59271	KCNE2	ReferenceGeneProduct
59273	KCNE3	ReferenceGeneProduct
59275	KCNE4	ReferenceGeneProduct
5577223	KCNEs	CandidateSet
57911	KCNF1	ReferenceGeneProduct
57913	KCNG1	ReferenceGeneProduct
381674	KCNG2	ReferenceGeneProduct
57917	KCNG3	ReferenceGeneProduct
57919	KCNG4	ReferenceGeneProduct
57921	KCNH1	ReferenceGeneProduct
57923	KCNH2	ReferenceGeneProduct
5577121	KCNH2:KCNE	Complex
57925	KCNH3	ReferenceGeneProduct
57927	KCNH4	ReferenceGeneProduct
57929	KCNH5	ReferenceGeneProduct
57931	KCNH6	ReferenceGeneProduct
57933	KCNH7	ReferenceGeneProduct
57935	KCNH8	ReferenceGeneProduct
5577207	KCNIP tetramer	Complex
234157	KCNIP1	ReferenceGeneProduct
5577094	KCNIP1-4	DefinedSet
234166	KCNIP2	ReferenceGeneProduct
52842	KCNIP3	ReferenceGeneProduct
234183	KCNIP4	ReferenceGeneProduct
1299200	KCNJ tetramer	Complex
57489	KCNJ1	ReferenceGeneProduct
57507	KCNJ10	ReferenceGeneProduct
5683095	KCNJ11 tetramer:ABCC8 mutants	Complex
265734	KCNJ11 tetramer:ABCC8:Mg2+:ADP tetramer	Complex
57509	KCNJ11	ReferenceGeneProduct
5678267	KCNJ11:ABCC9	Complex
265746	KCNJ11:ATP tetramer:ABCC8 tetramer	Complex
265692	KCNJ11:ATP	Complex
57511	KCNJ12	ReferenceGeneProduct
148954	KCNJ14	ReferenceGeneProduct
57515	KCNJ15	ReferenceGeneProduct
57517	KCNJ16	ReferenceGeneProduct
57491	KCNJ2	ReferenceGeneProduct
57495	KCNJ3	ReferenceGeneProduct
57497	KCNJ4	ReferenceGeneProduct
57499	KCNJ5	ReferenceGeneProduct
57501	KCNJ6	ReferenceGeneProduct
57503	KCNJ8	ReferenceGeneProduct
57505	KCNJ9	ReferenceGeneProduct
1296069	KCNJs	DefinedSet
5578913	KCNK dimers	CandidateSet
52136	KCNK1	ReferenceGeneProduct
5578904	KCNK10 dimer	Complex
52152	KCNK10	ReferenceGeneProduct
5578918	KCNK12 dimer	Complex
52154	KCNK12	ReferenceGeneProduct
5578928	KCNK13 dimer	Complex
52156	KCNK13	ReferenceGeneProduct
5578908	KCNK15 dimer	Complex
52158	KCNK15	ReferenceGeneProduct
145500	KCNK16	ReferenceGeneProduct
52162	KCNK17	ReferenceGeneProduct
234215	KCNK18	ReferenceGeneProduct
5578919	KCNK2 dimer	Complex
52138	KCNK2	ReferenceGeneProduct
52140	KCNK3	ReferenceGeneProduct
5578923	KCNK4 dimer	Complex
52142	KCNK4	ReferenceGeneProduct
5578911	KCNK5 dimer	Complex
52144	KCNK5	ReferenceGeneProduct
52146	KCNK6	ReferenceGeneProduct
1299253	KCNK7 dimer	Complex
52148	KCNK7	ReferenceGeneProduct
5578900	KCNK9 dimer	Complex
52150	KCNK9	ReferenceGeneProduct
149221	KCNMA1	ReferenceGeneProduct
51284	KCNMB1	ReferenceGeneProduct
145517	KCNMB2	ReferenceGeneProduct
145520	KCNMB3	ReferenceGeneProduct
145524	KCNMB4	ReferenceGeneProduct
57937	KCNN1	ReferenceGeneProduct
57939	KCNN2	ReferenceGeneProduct
57941	KCNN3	ReferenceGeneProduct
57943	KCNN4	ReferenceGeneProduct
52114	KCNQ1	ReferenceGeneProduct
52116	KCNQ2	ReferenceGeneProduct
443640	KCNQ2,3	DefinedSet
443633	KCNQ2,3, SCNAs:SCNBs	DefinedSet
52118	KCNQ3	ReferenceGeneProduct
52120	KCNQ4	ReferenceGeneProduct
52122	KCNQ5	ReferenceGeneProduct
57953	KCNS1	ReferenceGeneProduct
57955	KCNS2	ReferenceGeneProduct
381651	KCNS3	ReferenceGeneProduct
385418	KCNU1	ReferenceGeneProduct
234258	KCNV1	ReferenceGeneProduct
57959	KCNV2	ReferenceGeneProduct
54406	KDELR1	ReferenceGeneProduct
54408	KDELR2	ReferenceGeneProduct
5642264	ENSEMBL:ENSG00000100196 KDELR3	ReferenceDNASequence
54410	KDELR3	ReferenceGeneProduct
144053	KDM1A	ReferenceGeneProduct
5423122	KDM1A,KDM1B	DefinedSet
218809	KDM1B	ReferenceGeneProduct
90729	KDM2A	ReferenceGeneProduct
4724275	KDM2A, KDM2B, KDM4A	DefinedSet
147559	KDM2B	ReferenceGeneProduct
233238	KDM3A	ReferenceGeneProduct
4755540	KDM3A,KDM3B,KDM7A,PHF2:ARID5B,PHF8	DefinedSet
233241	KDM3B	ReferenceGeneProduct
93516	KDM4A	ReferenceGeneProduct
4754189	KDM4A, KDM4B, KDM4C, KDM4D	DefinedSet
5682990	KDM4A,B	DefinedSet
149065	KDM4B	ReferenceGeneProduct
149067	KDM4C	ReferenceGeneProduct
233256	KDM4D	ReferenceGeneProduct
62834	KDM5A	ReferenceGeneProduct
4754184	KDM5A-D	DefinedSet
233192	KDM5B	ReferenceGeneProduct
64644	KDM5C	ReferenceGeneProduct
64646	KDM5D	ReferenceGeneProduct
67056	KDM6A	ReferenceGeneProduct
4754234	KDM6A,KDM6B,KDM7A	DefinedSet
3222525	ENSEMBL:ENSG00000132510 KDM6B	ReferenceDNASequence
233297	KDM6B	ReferenceGeneProduct
3222589	KDM6B:Fe2+	Complex
233232	KDM7A	ReferenceGeneProduct
55054	KDSR	ReferenceGeneProduct
57991	KEAP1	ReferenceGeneProduct
57993	KEL	ReferenceGeneProduct
KERA_57995	KERA	ReferenceGeneProduct
1793214	keratan sulfate 1,4-beta-D-galactosidase	GenomeEncodedEntity
Keratan(1)-ACAN_61590	ACAN	ReferenceGeneProduct
Keratan(1)-FMOD_54938	FMOD	ReferenceGeneProduct
Keratan(1)-KERA_57995	KERA	ReferenceGeneProduct
Keratan(1)-LUM_58749	LUM	ReferenceGeneProduct
Keratan(1)-OGN_59263	OGN	ReferenceGeneProduct
Keratan(1)-OMD_60920	OMD	ReferenceGeneProduct
2046187	Keratan(1)-PG	DefinedSet
Keratan(1)-PRELP_62174	PRELP	ReferenceGeneProduct
Keratan(2)-ACAN_61590	ACAN	ReferenceGeneProduct
Keratan(2)-FMOD_54938	FMOD	ReferenceGeneProduct
Keratan(2)-KERA_57995	KERA	ReferenceGeneProduct
Keratan(2)-LUM_58749	LUM	ReferenceGeneProduct
Keratan(2)-OGN_59263	OGN	ReferenceGeneProduct
Keratan(2)-OMD_60920	OMD	ReferenceGeneProduct
2046206	Keratan(2)-PG	DefinedSet
Keratan(2)-PRELP_62174	PRELP	ReferenceGeneProduct
Keratan(3)-ACAN_61590	ACAN	ReferenceGeneProduct
Keratan(3)-FMOD_54938	FMOD	ReferenceGeneProduct
Keratan(3)-KERA_57995	KERA	ReferenceGeneProduct
Keratan(3)-LUM_58749	LUM	ReferenceGeneProduct
Keratan(3)-OGN_59263	OGN	ReferenceGeneProduct
Keratan(3)-OMD_60920	OMD	ReferenceGeneProduct
2046314	Keratan(3)-PG	DefinedSet
Keratan(3)-PRELP_62174	PRELP	ReferenceGeneProduct
Keratan(4)-ACAN_61590	ACAN	ReferenceGeneProduct
Keratan(4)-FMOD_54938	FMOD	ReferenceGeneProduct
Keratan(4)-KERA_57995	KERA	ReferenceGeneProduct
Keratan(4)-LUM_58749	LUM	ReferenceGeneProduct
Keratan(4)-OGN_59263	OGN	ReferenceGeneProduct
Keratan(4)-OMD_60920	OMD	ReferenceGeneProduct
2046203	Keratan(4)-PG	DefinedSet
Keratan(4)-PRELP_62174	PRELP	ReferenceGeneProduct
446069	Keratin 5/14	Polymer
977188	Kerato-epithelin amyloid fibril	Polymer
6788868	ketoamines	DefinedSet
6788848	ketosamines 3-phosphate	DefinedSet
5661266	KGPDC	GenomeEncodedEntity
5656448	KHK A43T dimer	Complex
KHK A43T_58051	KHK	ReferenceGeneProduct
3006523	KHK dimer	Complex
5656443	KHK G40R dimer	Complex
KHK G40R_58051	KHK	ReferenceGeneProduct
5656460	KHK mutant dimers	DefinedSet
58051	KHK	ReferenceGeneProduct
67484	KIAA0101	ReferenceGeneProduct
67590	KIAA0391	ReferenceGeneProduct
355662	KIAA1456	ReferenceGeneProduct
248278	SHTN1	ReferenceGeneProduct
2038402	KIBRA:LATS	Complex
29794	4-methyl-2-oxopentanoate	ReferenceMolecule
508187	KIC,KMVA,KIV	DefinedSet
219182	KIDINS220	ReferenceGeneProduct
69798	KIF11	ReferenceGeneProduct
57689	KIF13A	ReferenceGeneProduct
58001	KIF14	ReferenceGeneProduct
984823	KIF15 dimer	Complex
355704	KIF15	ReferenceGeneProduct
5625374	KIF17 dimer	Complex
5624926	KIF17 dimer	Complex
5624912	KIF17 dimer	Complex
5624928	KIF17 dimer:TNPO1	Complex
5624930	KIF17 dimer:TNPO1	Complex
58003	KIF17	ReferenceGeneProduct
984631	KIF18A dimer	Complex
234334	KIF18A	ReferenceGeneProduct
62820	KIF20A	ReferenceGeneProduct
69907	KIF22	ReferenceGeneProduct
69908	KIF23	ReferenceGeneProduct
234365	KIF24	ReferenceGeneProduct
234338	KIF26A	ReferenceGeneProduct
990480	KIF2A dimer	Complex
58077	KIF2A	ReferenceGeneProduct
990505	KIF2B dimer	Complex
234387	KIF2B	ReferenceGeneProduct
58017	KIF2C	ReferenceGeneProduct
2316334	KIF3	Complex
984646	KIF3A dimer	Complex
5625381	KIF3A partners	DefinedSet
984629	KIF3A partners	DefinedSet
5624907	KIF3A partners	DefinedSet
58019	KIF3A	ReferenceGeneProduct
984756	KIF3B dimer	Complex
58021	KIF3B	ReferenceGeneProduct
58023	KIF3C	ReferenceGeneProduct
445013	KIF4 dimer	Complex
445000	KIF4	DefinedSet
984684	KIF4A homodimer	Complex
58025	KIF4A	ReferenceGeneProduct
984621	KIF4B homodimer	Complex
234392	KIF4B	ReferenceGeneProduct
58085	KIF5A	ReferenceGeneProduct
984749	KIF5B dimer	Complex
58083	KIF5B	ReferenceGeneProduct
984769	UniProt:Q66K46	ReferenceGeneProduct
3878118	KIF5B-like proteins	CandidateSet
984596	KIF5C dimer	Complex
58027	KIF5C	ReferenceGeneProduct
984711	UniProt:Q6PKD1	ReferenceGeneProduct
234398	KIF7	ReferenceGeneProduct
5610559	KIF7:microtubule	Complex
984777	KIF9 dimer	Complex
58079	KIF9	ReferenceGeneProduct
58033	KIFAP3	ReferenceGeneProduct
58029	KIFC1	ReferenceGeneProduct
234404	KIFC3	ReferenceIsoform
983211	Kinesin-1 heavy chain	CandidateSet
983226	Kinesin-1 light chains	CandidateSet
983227	Kinesin-1	Complex
984651	Kinesin-10	Complex
990485	Kinesin-13 dimers	DefinedSet
990510	Kinesin-13 monomers	DefinedSet
1015869	Kinesin-14	Complex
5625387	Kinesin-2 motors	CandidateSet
5624910	Kinesin-2 motors	CandidateSet
5625385	Kinesin-2	Complex
984619	Kinesin-2	Complex
5624909	Kinesin-2	Complex
984608	Kinesin-3 dimers	CandidateSet
984739	Kinesin-3 monomers	CandidateSet
984704	Kinesin-4 homodimers	DefinedSet
984691	Kinesin-5 homotetramer	Complex
984628	Kinesin-6	CandidateSet
984770	Kinesins	DefinedSet
2213219	Kinesins:Dynactin:microtubule	Complex
983245	Kinesins:microtubule	Complex
141398	Kinetochore Complex	GenomeEncodedEntity
375305	Kinetochore	Complex
5666131	Kinetochore:CDC42:GTP:DIAPH2-2	Complex
5666161	Kinetochore:CDC42:GTP:p-S196-DIAPH2-2	Complex
141427	Kinetochore:Mad1:MAD2 Complex	Complex
141432	Kinetochore:Mad1:MAD2* Complex	Complex
1299205	KIR 1.1 homotetramer	Complex
1299207	Kir 4.1/5.1 heterotetramer	Complex
975294	Kir heterotetramers	DefinedSet
975359	Kir2.1:Kirx.x heterotetramer	Complex
57765	KIR2DL1	ReferenceGeneProduct
57767	KIR2DL2	ReferenceGeneProduct
404064	KIR2DL3	ReferenceGeneProduct
57771	KIR2DL4	ReferenceGeneProduct
199586	KIR2DS1 complexed with DAP12	Complex
2272704	KIR2DS1 oligomer	Polymer
2272773	KIR2DS1 oligomer:HLA-C (Cw4)	Complex
57773	KIR2DS1	ReferenceGeneProduct
199584	KIR2DS2 complexed with DAP12	Complex
57775	KIR2DS2	ReferenceGeneProduct
2272718	KIR2DS2:HLA-C1 (Cw3)	Complex
57779	KIR2DS4	ReferenceGeneProduct
2272706	KIR2DS4:HLA-C Cw4/HLA-C Cw3	Complex
57781	KIR2DS5	ReferenceGeneProduct
2272749	KIR2DS5:DAP12 dimer:KIR2DS5	Complex
975303	Kir3 heterotetramer	Complex
975318	Kir3.x channels	DefinedSet
57783	KIR3DL1	ReferenceGeneProduct
57785	KIR3DL2	ReferenceGeneProduct
57787	KIR3DS1	ReferenceGeneProduct
2272751	KIR3DS1:HLA-Bw4	Complex
975299	Kir4.1:Kir5.1 heterotetramer	Complex
975367	Kir4.2:Kir5.1 heterotetramer	Complex
149368	KIRREL	ReferenceIsoform
408708	KIRREL2	ReferenceGeneProduct
410987	KIRREL3	ReferenceGeneProduct
975240	Kirx.x that interacts with Kir2.1	DefinedSet
58095	KISS1	ReferenceGeneProduct
234418	KISS1R	ReferenceGeneProduct
58103	KIT	ReferenceGeneProduct
205166	KIT:sSCF dimer	Complex
205208	KIT:sSCF dimer:KIT	Complex
403295	KITLG	ReferenceIsoform
29620	3-methyl-2-oxobutanoic acid	ReferenceMolecule
190199	KL	ReferenceIsoform
190197	KL	ReferenceIsoform
234536	KLB	ReferenceGeneProduct
58107	KLC1	ReferenceGeneProduct
58109	KLC2	ReferenceGeneProduct
234445	KLC3	ReferenceGeneProduct
58111	KLC4	ReferenceGeneProduct
58119	KLF4	ReferenceGeneProduct
5640189	ENSEMBL:ENSG00000102554 KLF5	ReferenceDNASequence
58121	KLF5	ReferenceGeneProduct
5642281	ENSEMBL:ENSG00000124702 KLHDC3	ReferenceDNASequence
234468	KLHDC3	ReferenceGeneProduct
234494	KLHL12	ReferenceGeneProduct
67732	KLHL13	ReferenceGeneProduct
58067	KLHL20	ReferenceGeneProduct
67612	KLHL21	ReferenceGeneProduct
67738	KLHL9	ReferenceGeneProduct
58139	KLK1	ReferenceGeneProduct
58163	KLK13	ReferenceGeneProduct
5625766	ENSEMBL:ENSG00000167751 KLK2	ReferenceDNASequence
58141	KLK2	ReferenceGeneProduct
5625764	KLK2,3 Gene:Nucleosome with Me3K-10-H3	Complex
5625783	KLK2,3 Gene:Nucleosome with p-T12, Me3K-10-H3	Complex
5625769	KLK2,3 genes	DefinedSet
5625882	KLK2,KLK3	DefinedSet
5625765	ENSEMBL:ENSG00000142515 KLK3	ReferenceDNASequence
381538	KLK3	ReferenceGeneProduct
58151	KLK7	ReferenceGeneProduct
57835	KLKB1	ReferenceGeneProduct
190208	Klotho bound to FGF23	Complex
190309	Klotho homodimer	Complex
190207	Klotho	DefinedSet
5685225	KLRB1 dimer	Complex
234545	KLRB1	ReferenceGeneProduct
403482	KLRC1	ReferenceGeneProduct
60265	KLRC2	ReferenceGeneProduct
405577	KLRD1	ReferenceGeneProduct
5685224	KLRF1 dimer	Complex
5685591	KLRF1 dimer:CLEC2B dimer	Complex
149426	KLRF1	ReferenceGeneProduct
198005	KLRG1	ReferenceGeneProduct
60267	KLRK1	ReferenceGeneProduct
377745	KMN network	Complex
71197	KMO	ReferenceGeneProduct
56674	KMT2A	ReferenceGeneProduct
5244745	KMT2A-E, SETD1A,(SETD1B)	CandidateSet
66479	KMT2B	ReferenceGeneProduct
95335	KMT2C	ReferenceGeneProduct
5619375	KMT2C,D	DefinedSet
95334	KMT2D	ReferenceGeneProduct
355883	KMT2E	ReferenceGeneProduct
34669	3-methyl-2-oxovalerate	ReferenceMolecule
158172	KNG:C1q binding protein tetramer	Complex
69910	KNTC1	ReferenceGeneProduct
57333	KPNA1	ReferenceGeneProduct
57335	KPNA2	ReferenceGeneProduct
57337	KPNA3	ReferenceGeneProduct
57339	KPNA4	ReferenceGeneProduct
57341	KPNA5	ReferenceGeneProduct
232738	KPNA7	ReferenceGeneProduct
57343	KPNB1	ReferenceGeneProduct
1423724	keto-phenylpyruvate	ReferenceMolecule
975037	KRAB-ZNF / KAP Complex	Complex
974995	KRAB-ZNF	CandidateSet
62720	KRAS	ReferenceGeneProduct
234637	KRBA1	ReferenceGeneProduct
257855	KRBOX4	ReferenceGeneProduct
58257	KREMEN1	ReferenceGeneProduct
5368500	KRM1/2	CandidateSet
3769333	KRM1/2	CandidateSet
94114	KREMEN2	ReferenceGeneProduct
5368514	KRM:DKK:LRP5/6	Complex
3769399	KRM:DKK:LRP5/6	Complex
57703	KRT14	ReferenceGeneProduct
57747	KRT5	ReferenceGeneProduct
2105011	KS core proteins	DefinedSet
KS(1)-ACAN_61590	ACAN	ReferenceGeneProduct
KS(1)-FMOD_54938	FMOD	ReferenceGeneProduct
KS(1)-KERA_57995	KERA	ReferenceGeneProduct
KS(1)-LUM_58749	LUM	ReferenceGeneProduct
KS(1)-OGN_59263	OGN	ReferenceGeneProduct
KS(1)-OMD_60920	OMD	ReferenceGeneProduct
KS(1)-PRELP_62174	PRELP	ReferenceGeneProduct
KS(2),C4S-ACAN_61590	ACAN	ReferenceGeneProduct
KS(2),C4S-ACAN(17-360)_61590	ACAN	ReferenceGeneProduct
KS(2),C4S-ACAN(17-392)_61590	ACAN	ReferenceGeneProduct
KS(2),C4S-ACAN(361-2415)_61590	ACAN	ReferenceGeneProduct
KS(2),C4S-ACAN(393-2415)_61590	ACAN	ReferenceGeneProduct
KS(2),C6S-ACAN_61590	ACAN	ReferenceGeneProduct
KS(2),C6S-ACAN(17-360)_61590	ACAN	ReferenceGeneProduct
KS(2),C6S-ACAN(17-392)_61590	ACAN	ReferenceGeneProduct
KS(2),C6S-ACAN(361-2415)_61590	ACAN	ReferenceGeneProduct
KS(2),C6S-ACAN(393-2415)_61590	ACAN	ReferenceGeneProduct
KS(2),CSE-ACAN_61590	ACAN	ReferenceGeneProduct
KS(2),CSE-ACAN(17-360)_61590	ACAN	ReferenceGeneProduct
KS(2),CSE-ACAN(17-392)_61590	ACAN	ReferenceGeneProduct
KS(2),CSE-ACAN(361-2415)_61590	ACAN	ReferenceGeneProduct
KS(2),CSE-ACAN(393-2415)_61590	ACAN	ReferenceGeneProduct
KS(2)-ACAN_61590	ACAN	ReferenceGeneProduct
KS(2)-FMOD_54938	FMOD	ReferenceGeneProduct
KS(2)-KERA_57995	KERA	ReferenceGeneProduct
KS(2)-LUM_58749	LUM	ReferenceGeneProduct
KS(2)-OGN_59263	OGN	ReferenceGeneProduct
KS(2)-OMD_60920	OMD	ReferenceGeneProduct
KS(2)-PRELP_62174	PRELP	ReferenceGeneProduct
2046166	KSPG(1)	DefinedSet
2046244	KSPG(2)	DefinedSet
2046288	KSPG(2)	DefinedSet
2046191	KSPG(2)	DefinedSet
234680	KSR1	ReferenceGeneProduct
5672689	KSR1:MARK3	Complex
234684	KSR2	ReferenceGeneProduct
90633	KHSRP	ReferenceGeneProduct
450608	KSRP:mRNA Complex	Complex
450479	KSRP:mRNA Degradation Complex	Complex
94134	KTN1	ReferenceGeneProduct
5672103	KTN1	Complex
3134809	Ku70:Ku80 heterodimer	Complex
1296109	Kv1 subunits of voltage gated potassium channels	DefinedSet
1296110	Kv10 subunits of voltage gated potassium channels	DefinedSet
1296103	Kv11 subunits of voltage gated potassium channels	DefinedSet
1296097	Kv12 subunit of voltage gated potassium channels	DefinedSet
1296096	Kv2 subunits of voltage gated potassium channels	DefinedSet
1296107	Kv3 subunits of voltage gated potassium channels	DefinedSet
1296104	Kv5 subunit of voltage gated potassium channels	DefinedSet
1296106	Kv6 subunits of voltage gated potassium channels	DefinedSet
1296100	Kv7 subunits of voltage gated potassium channels	DefinedSet
1296108	Kv8 subunits of voltage gated potassium channels	DefinedSet
1296105	Kv9 subunits of voltage gated potassium channels	DefinedSet
32155	kynurenic acid	ReferenceMolecule
71202	KYNU dimer	Complex
6786868	L strand transcript	GenomeEncodedEntity
114752	L-alanine	ReferenceMolecule
400144	L-Amino Acids	DefinedSet
1225821	L-Amino Acids	DefinedSet
983135	L-Amino Acids	DefinedSet
428009	L-Amino Acids	DefinedSet
427988	L-Amino Acids	DefinedSet
114760	L-arginine	ReferenceMolecule
379440	L-Arg, CySS-, L-Lys	DefinedSet
379430	L-Arg, CySS-, L-Lys	DefinedSet
375781	L-Arg, L-Lys, L-Orn	CandidateSet
6819871	L-Arg, L-Lys, L-Orn	CandidateSet
375765	L-Arg, L-Lys, L-Orn	CandidateSet
6819870	L-Arg, L-Lys, L-Orn	CandidateSet
5687524	L-Arg,L-Asn	DefinedSet
114794	L-asparagine	ReferenceMolecule
114756	L-aspartic acid	ReferenceMolecule
5685139	L-Asp, isoAsp	DefinedSet
5687535	L-Asp,isoAsp	DefinedSet
114821	L-citrulline	ReferenceMolecule
33025	L-cystathionine	ReferenceMolecule
30016	L-dopa	ReferenceMolecule
30791	L-dopaquinone	ReferenceMolecule
31107	L-fucopyranose	ReferenceMolecule
114762	L-glutamine	ReferenceMolecule
427997	L-Glu,L-Asp,D-Asp	DefinedSet
428027	L-Glu,L-Asp,D-Asp	DefinedSet
114873	L-glutamic 5-semialdehyde	ReferenceMolecule
2103115	5-L-glutamyl amino acid	ReferenceMolecule
5661284	L-gulonate	ReferenceMolecule
114790	L-histidine	ReferenceMolecule
114831	L-isoleucine	ReferenceMolecule
114822	L-kynurenine	ReferenceMolecule
1614639	L-lanthionine	ReferenceMolecule
114785	L-leucine	ReferenceMolecule
114755	L-lysine	ReferenceMolecule
29490	L-methionine	ReferenceMolecule
5676947	L-methionine (R)-S-oxide	ReferenceMolecule
5676935	L-methionine (S)-S-oxide	ReferenceMolecule
31423	(R)-methylmalonyl-CoA	ReferenceMolecule
114769	L-ornithine	ReferenceMolecule
33991	O-palmitoyl-L-carnitine	ReferenceMolecule
114771	L-phenylalanine	ReferenceMolecule
114793	L-proline	ReferenceMolecule
198924	L-selectin interacting with known ligands	Complex
198922	L-selectin ligands	DefinedSet
L-selenoC49-GPX1_55998	GPX1	ReferenceGeneProduct
L-selenoC73-GPX3_56008	GPX3	ReferenceGeneProduct
L-selenocysteine residue-GPX1_55998	GPX1	ReferenceGeneProduct
114763	L-serine	ReferenceMolecule
114802	L-threonine	ReferenceMolecule
6784455	L-threonylcarbamoyladenylate	ReferenceMolecule
114770	L-tryptophan	ReferenceMolecule
525825	L-type VDCC	DefinedSet
114772	L-tyrosine	ReferenceMolecule
114800	L-valine	ReferenceMolecule
29940	L-xylulose	ReferenceMolecule
443654	L1 dimer:Ankyrin:Spectrin:F-actin	Complex
446623	L1 homodimer	Complex
191438	L1 trans-homodimer	Complex
374569	L1 trans-homodimer:Ankyrin	Complex
445016	L1-EGFR trans-heterodimer	Complex
170641	L13a kinase	GenomeEncodedEntity
443658	L1:ALCAM	Complex
392743	L1:AP-2 Clathrin complex	Complex
392746	L1:AP-2 Clathrin complex	Complex
374577	L1:Axonin-1	Complex
555064	L1:clathrin-coated vesicle	Complex
443653	L1:CNTN1	Complex
443643	L1:FGFR1	Complex
443641	L1:HNK-1	Complex
443648	L1:HSA	Complex
374579	L1:Integrin complex	Complex
443666	L1:Laminin	Complex
374576	L1:NCAM1 complex	Complex
443646	L1:Neurocan	Complex
374580	L1:NRP1	Complex
443657	L1:NUMB:CRMP-2:alpha-adaptin	Complex
374585	L1:RanBPM	Complex
51346	L1CAM	ReferenceGeneProduct
234747	L2HGDH	ReferenceGeneProduct
69654	L3MBTL2	ReferenceGeneProduct
31973	linoleic acid	ReferenceMolecule
32647	linoleoyl-CoA	ReferenceMolecule
29814	alpha-lactose	ReferenceMolecule
1605734	beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine	ReferenceMolecule
114801	(S)-lactic acid	ReferenceMolecule
70513	lactate dehydrogenase A2B2 complex	Complex
70504	lactate dehydrogenase A3B complex	Complex
70508	lactate dehydrogenase A4 complex	Complex
70506	lactate dehydrogenase AB3 complex	Complex
1222432	Lactoferrin (loaded)	Complex
977101	Lactotransferrin amyloid fibril	Polymer
56984	LAGE3	ReferenceGeneProduct
234771	LAIR1	ReferenceGeneProduct
5686611	LAIR1:Collagen type XVII	Complex
234782	LAIR2	ReferenceGeneProduct
5696354	LAIR2:Collagen type I,III	Complex
58439	LALBA	ReferenceGeneProduct
58609	LAMA1	ReferenceGeneProduct
58611	LAMA2	ReferenceGeneProduct
58613	LAMA3	ReferenceGeneProduct
58615	LAMA4	ReferenceGeneProduct
58617	LAMA5	ReferenceGeneProduct
58619	LAMB1	ReferenceGeneProduct
58621	LAMB2	ReferenceGeneProduct
58623	LAMB3	ReferenceGeneProduct
58631	LAMC1	ReferenceGeneProduct
58633	LAMC2	ReferenceGeneProduct
58635	LAMC3	ReferenceGeneProduct
5228497	Lamin A dimer	Complex
5228498	Lamin A dimer	Complex
58407	LMNA	ReferenceIsoform
2995372	Lamin B1 dimer	Complex
2993894	Lamin B1 dimer	Complex
2995379	Lamin C dimer	Complex
2993891	Lamin C dimer	Complex
149527	LMNA	ReferenceIsoform
2995373	Lamin dimers	CandidateSet
2993901	Lamin dimers	CandidateSet
5228493	Lamin filaments	Polymer
2533947	Laminin gamma-2 degrading extracellular proteinases	DefinedSet
2426622	Laminin network	Polymer
215989	Laminin-111	Complex
4084617	Laminin-111:Endostatin dimer	Complex
2328169	Laminin-121	Complex
216003	Laminin-211	Complex
3907306	Laminin-211, 221, 332, 411, 512, 521	DefinedSet
3907299	Laminin-211, 221, 411, 512, 521	DefinedSet
2328165	Laminin-213	Complex
2328137	Laminin-221	Complex
2328111	Laminin-311	Complex
2328135	Laminin-321	Complex
3788041	Laminin-332 degrading extracellular proteinases	DefinedSet
216001	Laminin-332	Complex
3858504	Laminin-332:Collagen type VII fibril	Complex
2328173	Laminin-411	Complex
2328112	Laminin-421	Complex
2328176	Laminin-423	Complex
3791167	Laminin-511 (cleaved alpha chain)	Complex
2328098	Laminin-511	Complex
2328168	Laminin-521	Complex
2328153	Laminin-522	Complex
4084530	Laminins with alpha-1, -2 or -5	DefinedSet
4084512	Laminins with alpha-1, -2 or -5:HSPG2(22-4391)	Complex
2467086	Laminins with gamma-1	DefinedSet
2426529	Laminins with gamma-1, gamma-3	DefinedSet
2426517	Laminins with gamma-1, gamma-3:Nidogens 1,2	Complex
2426607	Laminins with gamma-1, gamma-3:Nidogens:Collagen type IV network	Complex
2426291	Laminins with gamma-1, gamma-3:Nidogens:HSPG2	Complex
2328121	Laminins	CandidateSet
2426651	Laminins	DefinedSet
2426352	Laminins-332, 511, 521, (211, 221)	CandidateSet
2465849	Laminins:Sulfatide	Complex
58649	LAMP2	ReferenceGeneProduct
223974	LAMTOR1	ReferenceGeneProduct
58607	LAMTOR2	ReferenceGeneProduct
